Date,High,Low,Open,Close,Volume,Adj Close
2012-01-03,14.73214340209961,14.60714340209961,14.621429443359375,14.686785697937012,302220800.0,12.57591438293457
2012-01-04,14.8100004196167,14.617142677307129,14.64285659790039,14.765713691711426,260022000.0,12.643498420715332
2012-01-05,14.948213577270508,14.738213539123535,14.819643020629883,14.929642677307129,271269600.0,12.783867835998535
2012-01-06,15.098214149475098,14.972143173217773,14.991786003112793,15.085714340209961,318292800.0,12.917510032653809
2012-01-09,15.276785850524902,15.048213958740234,15.196429252624512,15.061785697937012,394024400.0,12.897019386291504
2012-01-10,15.214285850524902,15.053570747375488,15.211071014404297,15.115714073181152,258196400.0,12.943195343017578
2012-01-11,15.101785659790039,14.975357055664062,15.09571361541748,15.091071128845215,215084800.0,12.92209529876709
2012-01-12,15.103570938110352,14.95535659790039,15.081428527832031,15.049642562866211,212587200.0,12.88662052154541
2012-01-13,15.016071319580078,14.952142715454102,14.989286422729492,14.993213653564453,226021600.0,12.838300704956055
2012-01-17,15.213929176330566,15.105713844299316,15.149999618530273,15.16785717010498,242897200.0,12.98784351348877
2012-01-18,15.338213920593262,15.225000381469727,15.248571395874023,15.325357437133789,276791200.0,13.122708320617676
2012-01-19,15.406070709228516,15.232500076293945,15.362500190734863,15.276785850524902,261738400.0,13.081117630004883
2012-01-20,15.26785659790039,14.991070747375488,15.267499923706055,15.010713577270508,413974400.0,12.853285789489746
2012-01-23,15.301786422729492,15.08214282989502,15.095356941223145,15.264642715454102,306062400.0,13.070718765258789
2012-01-24,15.182143211364746,14.983928680419922,15.182143211364746,15.014642715454102,547638000.0,12.85665512084961
2012-01-25,16.230356216430664,15.84749984741211,16.229999542236328,15.952142715454102,958314000.0,13.659405708312988
2012-01-26,16.028213500976562,15.82642936706543,16.01285743713379,15.879643440246582,323985200.0,13.597328186035156
2012-01-27,16.01714324951172,15.848929405212402,15.869285583496094,15.974286079406738,299709200.0,13.678369522094727
2012-01-30,16.21071434020996,15.90678596496582,15.918213844299316,16.17892837524414,379341200.0,13.853597640991211
2012-01-31,16.365713119506836,16.18107032775879,16.27107048034668,16.3028564453125,391683600.0,13.959714889526367
2012-02-01,16.392499923706055,16.269643783569336,16.37178611755371,16.292499542236328,270046000.0,13.950848579406738
2012-02-02,16.327499389648438,16.213571548461914,16.282142639160156,16.25428581237793,186796400.0,13.918121337890625
2012-02-03,16.428571701049805,16.270000457763672,16.332143783569336,16.417142868041992,286599600.0,14.057575225830078
2012-02-06,16.606428146362305,16.364286422729492,16.37071418762207,16.570356369018555,249412800.0,14.188766479492188
2012-02-07,16.77678680419922,16.59214210510254,16.616071701049805,16.743928909301758,316223600.0,14.337394714355469
2012-02-08,17.028213500976562,16.774999618530273,16.803571701049805,17.0242862701416,407890000.0,14.577455520629883
2012-02-09,17.741071701049805,17.162857055664062,17.170000076293945,17.61321449279785,884214800.0,15.081740379333496
2012-02-10,17.77214241027832,17.448213577270508,17.534286499023438,17.622142791748047,631302000.0,15.089385986328125
2012-02-13,17.993928909301758,17.75321388244629,17.840356826782227,17.950000762939453,517216000.0,15.370123863220215
2012-02-14,18.198570251464844,17.928571701049805,18.023571014404297,18.19499969482422,460398400.0,15.579910278320312
2012-02-15,18.796070098876953,17.746070861816406,18.36642837524414,17.773929595947266,1506120000.0,15.219351768493652
2012-02-16,18.03178596496582,17.379642486572266,17.553571701049805,17.936071395874023,944552000.0,15.358192443847656
2012-02-17,18.1346435546875,17.867856979370117,17.96821403503418,17.932857513427734,535805200.0,15.355443954467773
2012-02-21,18.387500762939453,18.00428581237793,18.10285758972168,18.387500762939453,605595200.0,15.744738578796387
2012-02-22,18.410356521606445,18.18107032775879,18.32428550720215,18.322856903076172,483302400.0,15.689385414123535
2012-02-23,18.493928909301758,18.196428298950195,18.395713806152344,18.4424991607666,568027600.0,15.791834831237793
2012-02-24,18.674999237060547,18.522857666015625,18.559642791748047,18.657499313354492,415072000.0,15.975929260253906
2012-02-27,18.875,18.43857192993164,18.618213653564453,18.777143478393555,547582000.0,16.07838249206543
2012-02-28,19.12178611755371,18.780357360839844,18.855714797973633,19.12178611755371,600387200.0,16.373485565185547
2012-02-29,19.5575008392334,19.132143020629883,19.341428756713867,19.37285614013672,952011200.0,16.588481903076172
2012-03-01,19.578929901123047,19.241785049438477,19.577499389648438,19.445356369018555,683270000.0,16.65056037902832
2012-03-02,19.5285701751709,19.375713348388672,19.437143325805664,19.470714569091797,431712400.0,16.672269821166992
2012-03-05,19.5528564453125,18.78571319580078,19.479286193847656,19.04142951965332,809124400.0,16.304683685302734
2012-03-06,19.06035614013672,18.43642807006836,18.7021427154541,18.937856674194336,810238800.0,16.215999603271484
2012-03-07,19.20642852783203,18.689285278320312,19.171428680419922,18.953214645385742,798520800.0,16.229141235351562
2012-03-08,19.392499923706055,19.00428581237793,19.096071243286133,19.356786727905273,516457200.0,16.57471466064453
2012-03-09,19.562143325805664,19.396785736083984,19.436071395874023,19.47035789489746,418919200.0,16.671964645385742
2012-03-12,19.71428680419922,19.53571319580078,19.606428146362305,19.71428680419922,407282400.0,16.880830764770508
2012-03-13,20.292142868041992,19.84821319580078,19.91214370727539,20.28928565979004,690855200.0,17.373193740844727
2012-03-14,21.239999771118164,20.549999237060547,20.644643783569336,21.056428909301758,1418844000.0,18.030071258544922
2012-03-15,21.42892837524414,20.662500381469727,21.414642333984375,20.912857055664062,1159718000.0,17.90713882446289
2012-03-16,21.042856216430664,20.64285659790039,20.882856369018555,20.9132137298584,825487600.0,17.907447814941406
2012-03-19,21.491785049438477,21.037500381469727,21.370357513427734,21.467857360839844,901236000.0,18.382373809814453
2012-03-20,21.674999237060547,21.124286651611328,21.41107177734375,21.641429901123047,816662000.0,18.5310001373291
2012-03-21,21.77321434020996,21.47892951965332,21.52642822265625,21.51785659790039,644042000.0,18.42518424987793
2012-03-22,21.58928680419922,21.26892852783203,21.349285125732422,21.405000686645508,623870800.0,18.328548431396484
2012-03-23,21.492856979370117,21.22857093811035,21.44607162475586,21.287500381469727,430488800.0,18.22793960571289
2012-03-26,21.683929443359375,21.259286880493164,21.421070098876953,21.6778564453125,595742000.0,18.562191009521484
2012-03-27,22.010000228881836,21.645000457763672,21.6492862701416,21.945714950561523,607129600.0,18.791549682617188
2012-03-28,22.194643020629883,21.796785354614258,22.084999084472656,22.057857513427734,655460400.0,18.887571334838867
2012-03-29,22.020000457763672,21.686786651611328,21.885000228881836,21.78071403503418,608238400.0,18.6502628326416
2012-03-30,21.805713653564453,21.354999542236328,21.741785049438477,21.412500381469727,731038000.0,18.334976196289062
2012-04-02,22.098928451538086,21.442142486572266,21.493928909301758,22.093929290771484,598351600.0,18.918466567993164
2012-04-03,22.578929901123047,22.232500076293945,22.4035701751709,22.4757137298584,834559600.0,19.24537467956543
